FileName,FilePath,BirthTime,AccessTime,WriteTime,,,,,
sander.cjs.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\dist\sander.cjs.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sander.cjs.js.map,C:\Users\gabee\Downloads\jorr\node_modules\sander\dist\sander.cjs.js.map,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sander.es.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\dist\sander.es.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sander.es.js.map,C:\Users\gabee\Downloads\jorr\node_modules\sander\dist\sander.es.js.map,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sander.es6.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\dist\sander.es6.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sander.es6.js.map,C:\Users\gabee\Downloads\jorr\node_modules\sander\dist\sander.es6.js.map,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sander.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\sander.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
copydir.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\extraMethods\copydir.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
copyFile.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\extraMethods\copyFile.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
lsr.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\extraMethods\lsr.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
rimraf.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\extraMethods\rimraf.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
symlinkOrCopy.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\extraMethods\symlinkOrCopy.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
fileDescriptorMethod.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\methodMakers\fileDescriptorMethod.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
standardMethod.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\methodMakers\standardMethod.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
createReadStream-createWriteStream.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\specialMethods\createReadStream-createWriteStream.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
exists.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\specialMethods\exists.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
link-rename.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\specialMethods\link-rename.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
mkdir.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\specialMethods\mkdir.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
open.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\specialMethods\open.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
symlink.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\specialMethods\symlink.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
writeFile-appendFile.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\specialMethods\writeFile-appendFile.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
resolvePath.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\utils\resolvePath.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
resolvePathAndOptions.js,C:\Users\gabee\Downloads\jorr\node_modules\sander\src\utils\resolvePathAndOptions.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
LICENSE,C:\Users\gabee\Downloads\jorr\node_modules\semver\LICENSE,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\semver\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
range.bnf,C:\Users\gabee\Downloads\jorr\node_modules\semver\range.bnf,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
README.md,C:\Users\gabee\Downloads\jorr\node_modules\semver\README.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
semver.js,C:\Users\gabee\Downloads\jorr\node_modules\semver\semver.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
semver.js,C:\Users\gabee\Downloads\jorr\node_modules\semver\bin\semver.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
LICENSE,C:\Users\gabee\Downloads\jorr\node_modules\set-cookie-parser\LICENSE,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\set-cookie-parser\package.json,11/13/2023 19:06,11/27/2023 19:21,10/24/2023 14:33,#NUM!,,,,
README.md,C:\Users\gabee\Downloads\jorr\node_modules\set-cookie-parser\README.md,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
set-cookie.js,C:\Users\gabee\Downloads\jorr\node_modules\set-cookie-parser\lib\set-cookie.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\shebang-command\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
license,C:\Users\gabee\Downloads\jorr\node_modules\shebang-command\license,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\shebang-command\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\shebang-command\readme.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\shebang-regex\index.d.ts,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\shebang-regex\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
license,C:\Users\gabee\Downloads\jorr\node_modules\shebang-regex\license,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\shebang-regex\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\shebang-regex\readme.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\signal-exit\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
LICENSE.txt,C:\Users\gabee\Downloads\jorr\node_modules\signal-exit\LICENSE.txt,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\signal-exit\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
README.md,C:\Users\gabee\Downloads\jorr\node_modules\signal-exit\README.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
signals.js,C:\Users\gabee\Downloads\jorr\node_modules\signal-exit\signals.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
build.js,C:\Users\gabee\Downloads\jorr\node_modules\sirv\build.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
build.mjs,C:\Users\gabee\Downloads\jorr\node_modules\sirv\build.mjs,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\sirv\package.json,11/13/2023 19:06,11/27/2023 19:21,10/24/2023 14:33,#NUM!,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\sirv\readme.md,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sirv.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\sirv\sirv.d.ts,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
license,C:\Users\gabee\Downloads\jorr\node_modules\sisteransi\license,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\sisteransi\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\sisteransi\readme.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\sisteransi\src\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sisteransi.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\sisteransi\src\sisteransi.d.ts,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\slash\index.d.ts,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\slash\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
license,C:\Users\gabee\Downloads\jorr\node_modules\slash\license,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\slash\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\slash\readme.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\package.json,11/13/2023 19:06,11/27/2023 19:21,10/24/2023 14:33,#NUM!,,,,
README.md,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\README.md,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
help.md,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\bin\help.md,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
showHelp.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\bin\showHelp.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sorcery,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\bin\sorcery,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sorcery.cjs.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\dist\sorcery.cjs.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sorcery.cjs.js.map,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\dist\sorcery.cjs.js.map,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sorcery.es6.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\dist\sorcery.es6.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sorcery.es6.js.map,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\dist\sorcery.es6.js.map,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
Chain.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\Chain.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\index.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
Node.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\Node.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
SourceMap.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\SourceMap.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
atob.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\utils\atob.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
btoa.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\utils\btoa.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
getMap.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\utils\getMap.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
getMapFromUrl.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\utils\getMapFromUrl.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
getSourceMappingUrl.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\utils\getSourceMappingUrl.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
slash.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\utils\slash.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
sourceMappingURL.js,C:\Users\gabee\Downloads\jorr\node_modules\sorcery\src\utils\sourceMappingURL.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
CHANGELOG.md,C:\Users\gabee\Downloads\jorr\node_modules\source-map\CHANGELOG.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
LICENSE,C:\Users\gabee\Downloads\jorr\node_modules\source-map\LICENSE,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\source-map\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
README.md,C:\Users\gabee\Downloads\jorr\node_modules\source-map\README.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-map.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\source-map\source-map.d.ts,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-map.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\source-map.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-map.debug.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\dist\source-map.debug.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-map.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\dist\source-map.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-map.min.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\dist\source-map.min.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-map.min.js.map,C:\Users\gabee\Downloads\jorr\node_modules\source-map\dist\source-map.min.js.map,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
array-set.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\array-set.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
base64-vlq.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\base64-vlq.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
base64.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\base64.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
binary-search.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\binary-search.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
mapping-list.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\mapping-list.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
quick-sort.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\quick-sort.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-map-consumer.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\source-map-consumer.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-map-generator.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\source-map-generator.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-node.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\source-node.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
util.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map\lib\util.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
CHANGELOG.md,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\CHANGELOG.md,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
LICENSE,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\LICENSE,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\package.json,11/13/2023 19:06,11/27/2023 18:58,10/24/2023 14:33,#NUM!,,,,
README.md,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\README.md,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
source-map.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\source-map.d.ts,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
source-map.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\source-map.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
array-set.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\array-set.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
base64-vlq.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\base64-vlq.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
base64.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\base64.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
binary-search.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\binary-search.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
mapping-list.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\mapping-list.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
quick-sort.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\quick-sort.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
source-map-consumer.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\source-map-consumer.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
source-map-generator.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\source-map-generator.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
source-node.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\source-node.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
util.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-js\lib\util.js,11/13/2023 19:06,11/27/2023 17:33,10/24/2023 14:33,#NUM!,,,,
browser-source-map-support.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-support\browser-source-map-support.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
LICENSE.md,C:\Users\gabee\Downloads\jorr\node_modules\source-map-support\LICENSE.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\source-map-support\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
README.md,C:\Users\gabee\Downloads\jorr\node_modules\source-map-support\README.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
register.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-support\register.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
source-map-support.js,C:\Users\gabee\Downloads\jorr\node_modules\source-map-support\source-map-support.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
.npmignore,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\.npmignore,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
bower.json,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\bower.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
gruntfile.js,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\gruntfile.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
LICENSE,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\LICENSE,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
README.md,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\README.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
angular.html,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\demo\angular.html,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
angular-sprintf.min.js,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\dist\angular-sprintf.min.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
angular-sprintf.min.js.map,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\dist\angular-sprintf.min.js.map,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
angular-sprintf.min.map,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\dist\angular-sprintf.min.map,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sprintf.min.js,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\dist\sprintf.min.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sprintf.min.js.map,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\dist\sprintf.min.js.map,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sprintf.min.map,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\dist\sprintf.min.map,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
angular-sprintf.js,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\src\angular-sprintf.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sprintf.js,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\src\sprintf.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
test.js,C:\Users\gabee\Downloads\jorr\node_modules\sprintf-js\test\test.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\stack-utils\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
LICENSE.md,C:\Users\gabee\Downloads\jorr\node_modules\stack-utils\LICENSE.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\stack-utils\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\stack-utils\readme.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\string-length\index.d.ts,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\string-length\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
license,C:\Users\gabee\Downloads\jorr\node_modules\string-length\license,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\string-length\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\string-length\readme.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\string-width\index.d.ts,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\string-width\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
license,C:\Users\gabee\Downloads\jorr\node_modules\string-width\license,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\string-width\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\string-width\readme.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\strip-ansi\index.d.ts,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\strip-ansi\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
license,C:\Users\gabee\Downloads\jorr\node_modules\strip-ansi\license,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\strip-ansi\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\strip-ansi\readme.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.d.ts,C:\Users\gabee\Downloads\jorr\node_modules\strip-bom\index.d.ts,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\strip-bom\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
license,C:\Users\gabee\Downloads\jorr\node_modules\strip-bom\license,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
package.json,C:\Users\gabee\Downloads\jorr\node_modules\strip-bom\package.json,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
readme.md,C:\Users\gabee\Downloads\jorr\node_modules\strip-bom\readme.md,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
index.js,C:\Users\gabee\Downloads\jorr\node_modules\strip-final-newline\index.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
